,label,industry,year,K_C_V01,K_C_V02,K_C_V03,K_C_V04,K_C_V05,K_C_V06,K_C_V07,K_C_V08,K_C_V09,K_C_V10,K_C_V13,K_C_V14,K_C_V15,K_C_V16,K_C_V17,K_C_V18,K_C_V19,K_C_V20,K_C_V21,K_C_V22,K_C_V23,K_C_V25,K_C_V28,K_C_V29,K_C_V30,K_C_V32,K_C_V33,K_C_V34
6063,VNI,Bất động sản,2017.0,1.240778,-1.498204,1223.017647,-20494.633368,0.0,0.0,0.000461,0.000923,0.085261,0.073091,2.001244,0.824828,4.708675,-0.178264,0.019781,0.0,,0.216228,4.624749,0.013997,,0.0,-1.0,-1.84011,-0.919922,1.226951,-0.072351,-0.423384
6064,VNI,Bất động sản,2018.0,1.202301,-0.401389,1817.480828,-24870.766594,0.0,0.0,0.006867,0.011715,0.108536,0.090031,1.706079,0.863167,6.308165,-0.157658,0.019856,0.000114,,0.166049,6.022313,0.014376,,0.0,,0.234383,-0.012902,0.52987,-0.387664,-0.685244
6065,VNL,Vận tải,2016.0,1.956316,0.04003,37.719688,,0.0,0.0,0.386747,1.721705,0.438039,0.740301,4.451756,0.430137,0.754809,0.260195,4.293401,-0.026033,,4.838322,0.206683,0.092583,,0.0,,,,,,
6066,VNL,Vận tải,2017.0,1.966409,0.030696,66.189958,,0.0,0.0,0.360925,1.502484,0.44794,0.771032,4.162872,0.409467,0.693385,0.283666,2.477353,-0.030389,,5.403011,0.185082,0.081297,,0.0,,-0.105151,0.176022,0.042112,-0.17776,-0.107601
6067,VNL,Vận tải,2018.0,1.963714,0.031776,69.300856,,0.0,0.0,0.174499,0.680158,0.578625,0.687782,3.897774,0.404245,0.678543,0.297357,2.731843,-0.027554,,4.595303,0.217614,0.096484,,0.0,,0.233268,0.138471,0.342322,0.007573,0.181814
6068,VNL,Vận tải,2019.0,1.968094,0.025049,78.224522,,0.0,0.0,0.217175,0.901323,0.53037,0.68231,4.15022,0.379715,0.612163,0.310162,2.604377,-0.019738,,4.977298,0.200912,0.084226,,0.0,,-0.159718,-0.040018,-0.117704,0.030115,-0.246673
6069,VNM,Sản xuất thực phẩm,2016.0,1.520784,0.238497,12.845839,-44.41066,0.153913,0.242145,0.02231,0.101498,0.112114,0.635626,4.549542,0.237339,0.311199,0.190337,3.258821,-0.083629,10.348686,14.206935,0.070132,0.76027,-5.409088,0.096279,,,,,,
6070,VNM,Sản xuất thực phẩm,2017.0,1.524239,0.239541,29.768338,-76.276229,0.11599,0.198009,0.027788,0.094486,0.145144,0.58578,3.400236,0.311367,0.452152,0.165485,1.628964,-0.081714,12.693441,10.14379,0.098402,0.699049,-6.666635,0.078636,-0.110733,0.084996,0.096011,0.52766,0.090045,0.095529
6071,VNM,Sản xuất thực phẩm,2018.0,1.531084,0.225953,35.31752,-75.569669,0.147884,0.26877,0.040748,0.143108,0.13756,0.550225,3.511987,0.29692,0.422313,0.191495,1.494845,-0.070269,9.512019,10.225925,0.097666,0.658656,-5.058147,0.104996,0.374227,0.015567,0.042661,0.021526,0.052709,-0.028619
6072,VNM,Sản xuất thực phẩm,2019.0,1.527408,0.227229,32.804707,-149.087747,0.111478,0.201567,0.059624,0.184534,0.111482,0.553057,3.094948,0.334869,0.503464,0.176185,1.400263,-0.075388,11.301951,11.30156,0.088355,0.594458,-5.969424,0.088351,-0.09823,0.079671,0.064234,-0.030515,0.07506,0.077512
6073,VNN,NULL,2016.0,,,,,0.0,0.0,0.053596,0.498307,0.663593,0.262242,9.297435,0.107557,0.120519,-0.331142,1.2e-05,0.0,,0.0,,0.0,,,,,,,,
6074,VNN,NULL,2017.0,,,,,0.0,0.0,0.051148,0.480218,0.661694,0.255465,9.388745,0.106511,0.119207,-0.344334,1e-06,0.0,,0.0,,0.0,,,,,,-0.012163,-0.838521,-0.806784
6075,VNP,Hóa chất,2016.0,1.968607,0.126665,91.957673,-4928.820501,0.124962,0.297667,0.02347,0.032831,0.267782,0.419805,1.39889,0.845436,5.469937,-0.283606,1.105401,-0.003105,4.252827,1.984609,0.503876,0.016682,-4.119334,0.235137,,,,,,
6076,VNP,Hóa chất,2017.0,1.953687,-0.024625,242.870383,-13412.64997,0.111266,0.214168,0.119337,0.195478,0.364196,0.519524,1.638024,0.717858,2.54432,-0.145511,0.6723,-0.1333,4.224677,1.290684,0.774528,0.021623,-4.030344,0.236627,-0.087729,0.32805,-0.107437,0.39346,1.815534,-1.176178
6077,VNP,Hóa chất,2018.0,1.939488,0.176661,244.249908,-15086.400376,0.149213,0.334671,0.031599,0.061485,0.266369,0.44585,1.945769,0.590006,1.4422,-0.087322,0.643788,0.020273,3.450859,1.933082,0.517309,0.031158,-3.242041,0.289783,0.155256,0.24136,-0.070702,-0.36994,0.007911,-7.769895
6078,VNP,Hóa chất,2019.0,1.922014,0.0095,301.316333,-17337.811747,0.151197,0.294768,0.044231,0.079397,0.246632,0.512937,1.795054,0.579846,1.380082,-0.072389,0.318396,-0.018466,2.046677,1.254713,0.796877,0.024091,-1.887343,0.488525,0.021275,-0.220738,-0.405469,-0.066809,-0.554581,-0.967429
6079,VNR,Bảo hiểm phi nhân thọ,2016.0,1.407008,0.0,190.340755,,8e-06,1.1e-05,0.011815,0.020901,0.158403,0.783363,1.769039,0.566111,1.304738,0.084578,0.706016,-0.017125,17893.985492,0.958807,0.500289,0.02301,-15183.005622,2.7e-05,,,,,,
6080,VNR,Bảo hiểm phi nhân thọ,2017.0,1.367843,0.0,474.412823,,9e-06,1.1e-05,0.02624,0.045304,0.173446,0.808973,1.726531,0.579881,1.380279,0.07474,0.341955,-0.018919,13872.414545,0.729421,0.59226,0.018791,-11812.005589,3.1e-05,0.095024,-0.167756,-0.148099,0.11589,0.190935,
6081,VNR,Bảo hiểm phi nhân thọ,2018.0,1.408295,0.0,396.197645,,0.006079,0.007622,0.00956,0.017315,0.139645,0.797618,1.811201,0.552524,1.234758,0.110263,0.357814,-0.018876,23.325386,1.015415,0.469054,0.020241,-19.995741,0.020419,686.407191,0.110858,0.163665,-0.169718,0.338258,
6082,VNR,Bảo hiểm phi nhân thọ,2019.0,1.503894,0.0,302.060418,,0.00579,0.006928,0.014749,0.026559,0.159363,0.835818,1.800706,0.555737,1.250921,0.121923,0.380256,-0.018525,30.531337,1.109358,0.492733,0.013818,-28.144989,0.017904,-0.001751,-0.284557,0.405085,0.19599,-0.328895,
6083,VNS,Vận tải,2016.0,1.857094,0.049744,5.648236,-612.275243,0.003926,0.039093,0.051709,0.216618,0.043942,0.100435,4.189152,0.510949,1.044776,0.161559,2.953131,-0.05407,361.620993,32.310972,0.030949,0.202901,-309.943176,0.002765,,,,,,
6084,VNS,Vận tải,2017.0,1.836126,0.012354,17.441372,-1154.797965,0.006246,0.055498,0.05402,0.247192,0.050002,0.112552,4.575928,0.417121,0.715621,0.211305,1.050273,-0.032583,166.958541,20.857326,0.047945,0.170904,-139.598392,0.00599,0.407556,-0.254788,-0.366037,0.006728,0.046708,-0.838613
6085,VNS,Vận tải,2018.0,1.800083,0.004835,24.302875,-1020.012615,0.007134,0.060776,0.061667,0.316492,0.049731,0.117381,5.132259,0.38966,0.638431,0.225273,0.788528,-0.015761,106.838291,15.325962,0.065249,0.152372,-85.479478,0.00936,0.103164,-0.13881,-0.324506,-0.039296,-0.091186,-0.723702
6086,VNS,Vận tải,2019.0,1.786617,0.023439,36.167525,-932.101657,0.005985,0.036498,0.086151,0.507904,0.098622,0.163987,5.895488,0.355344,0.551215,0.24709,0.783316,-0.017906,126.518683,7.678212,0.130239,0.161581,-99.521809,0.007904,-0.188998,0.025081,-0.055769,0.916978,-0.04595,3.655676
6087,VNT,Vận tải,2016.0,1.905328,0.037804,176.553829,,0.0,0.0,0.068817,0.118678,1.347924,0.869188,1.724547,0.727389,2.66823,0.056909,2.807466,-0.038856,,1.033679,0.967418,0.131909,,0.0,,,,,,
6088,VNT,Vận tải,2017.0,1.965944,0.03913,283.783919,,0.0,0.0,0.040266,0.05866,1.03651,0.699034,1.456796,0.787782,3.712129,0.06281,1.612407,-0.049016,,1.21693,0.82174,0.042957,,0.0,,-0.525385,0.407713,0.120697,0.527345,0.365664
6089,VNT,Vận tải,2018.0,1.943536,0.00951,182.833606,,0.0,0.0,0.126945,0.2068,0.507814,0.619936,1.629058,0.613852,1.589677,0.066144,1.611222,-0.008639,,3.526814,0.283542,0.101125,,0.0,,0.896752,0.117491,-0.605252,-0.133704,-0.721962
6090,VNT,Vận tải,2019.0,1.944752,0.012182,101.848231,,0.0,0.0,0.138727,0.224924,0.411398,0.608739,1.621343,0.62109,1.639147,0.047515,1.661628,-0.030837,,4.070037,0.245698,0.092508,,0.0,,-0.111845,-0.091131,-0.21345,-0.151251,0.162732
6091,VNX,Truyền thông,2016.0,1.849566,0.058686,19.823468,,0.182641,0.234127,0.126769,0.32416,0.330699,0.780094,2.557089,0.39107,0.642224,0.149226,6.142336,-0.060428,16.669341,9.20626,0.108581,0.457032,-14.166985,0.059968,,,,,,
6092,VNX,Truyền thông,2017.0,1.831934,0.072159,25.187219,,0.16309,0.20361,0.179814,0.492078,0.152689,0.800991,2.736601,0.365417,0.575838,0.188583,3.4795,-0.079942,20.170446,21.544388,0.046416,0.552869,-16.780484,0.049577,-0.019965,0.327661,0.16083,-0.493257,0.259828,0.458139
6093,VNX,Truyền thông,2018.0,1.816836,0.093227,19.636299,,0.141318,0.1639,0.168964,0.415597,0.186872,0.862223,2.459673,0.406558,0.685085,0.214473,3.232802,-0.089377,20.054158,15.165549,0.065939,0.519091,-16.38095,0.049865,0.120692,0.214331,0.094009,0.582892,0.074053,0.439543
6094,VNX,Truyền thông,2019.0,1.823065,0.094265,15.249178,,0.128578,0.144239,0.141014,0.37291,0.105564,0.891424,2.644486,0.378145,0.608093,0.24236,3.473181,-0.099772,25.14287,30.624337,0.032654,0.572,-20.694217,0.039773,0.033201,0.251319,0.305253,-0.358515,0.20541,0.309792
6095,VNY,Dược phẩm,2016.0,1.736634,-0.110253,44.666127,-239.080059,0.157592,0.383171,0.038395,0.055485,0.286765,0.411283,1.445123,1.167607,-6.966326,-0.556854,2.380157,0.011933,7.434926,4.08587,0.241674,0.297612,-5.546427,0.132812,,,,,,
6096,VNY,Dược phẩm,2017.0,1.720075,-0.241364,84.404896,-567.068314,0.107253,0.420365,0.071375,0.096731,0.107271,0.255143,1.355253,1.478904,-3.0881,-0.997072,0.945514,0.017715,9.858402,9.856749,0.100969,0.292325,-7.132849,0.100952,-0.488753,-0.262148,-0.342523,-0.718996,-0.002129,0.484036
6097,VNY,Dược phẩm,2018.0,1.789297,-0.131567,44.170964,-1430.611353,0.089971,0.25543,0.179406,0.262332,0.102234,0.352235,1.462228,1.538515,-2.856958,-1.023156,0.927245,0.011956,9.306087,8.189809,0.117886,0.152776,-7.608032,0.103745,-0.103854,-0.441689,-0.044153,0.018121,-0.50846,-0.538879
6098,VNY,Dược phẩm,2019.0,1.768613,-0.132983,46.267845,-1024.495104,0.104747,0.282882,0.190262,0.24203,0.099544,0.370286,1.27209,1.672651,-2.486655,-1.187738,0.835067,0.007245,7.840149,8.249946,0.11857,0.175953,-6.160363,0.124767,0.095413,0.083627,-0.113024,-0.083869,0.032689,-0.067208
6099,VOC,Sản xuất thực phẩm,2016.0,1.910857,0.064498,11.327614,-319.473163,0.126667,0.346335,0.05098,0.166584,0.122693,0.365736,3.267648,0.362368,0.568304,0.175369,4.117389,-0.008542,15.605547,16.111071,0.062021,0.174827,-14.22534,0.064031,,,,,,
6100,VOC,Sản xuất thực phẩm,2017.0,1.963829,0.067299,33.106781,-2267.111451,0.108072,0.260299,0.050393,0.165376,0.148281,0.415187,3.281747,0.356649,0.554361,0.213746,1.553245,-0.000532,13.366335,9.741849,0.102613,0.051744,-12.887542,0.074788,-0.079863,-0.680804,-0.166396,0.303373,-0.58546,-0.17767
6101,VOC,Sản xuất thực phẩm,2018.0,1.982492,0.059872,56.906697,-3858.138221,0.036471,0.076843,0.004981,0.015738,0.301949,0.474623,3.159884,0.320503,0.471677,0.251824,1.51413,-0.000253,39.716589,4.797225,0.208368,0.024772,-39.03737,0.025168,-0.665781,-0.525876,0.012375,1.016703,-0.12524,-0.116499
6102,VOC,Sản xuất thực phẩm,2019.0,1.981951,0.085709,93.91992,-4574.866397,0.058893,0.166203,0.049882,0.273052,0.153415,0.354341,5.47392,0.186982,0.229985,0.326429,0.972309,6e-06,16.481193,6.326768,0.157979,0.017036,-16.191926,0.060645,0.408792,-0.400022,-0.415661,-0.556726,-0.172131,-0.163121
6103,VOS,Vận tải,2016.0,2.105359,-0.313068,82.454726,-6260.642947,0.020306,0.11711,0.04283,0.25534,0.134104,0.173388,5.96173,0.851653,5.740963,-0.188948,0.620759,-0.008546,14.617545,2.213336,0.450143,-0.032485,-16.217335,0.068159,,,,,,
6104,VOS,Vận tải,2017.0,2.074457,-0.162751,133.155351,-11262.364025,0.022251,0.104716,0.045088,0.171123,0.157262,0.212493,3.795308,0.834791,5.052943,-0.204784,0.473971,-0.018864,18.747421,2.652635,0.376461,-0.031682,-20.171253,0.053267,-0.001012,-0.110888,0.24255,0.069048,-0.395715,-0.33394
6105,VOS,Vận tải,2018.0,1.964549,-0.087878,143.134119,-9560.60983,0.037302,0.128387,0.046929,0.138963,0.195388,0.290542,2.961115,0.820463,4.569876,-0.212667,0.509218,-0.052221,12.376775,2.362863,0.421328,0.014373,-11.991469,0.080436,0.581436,-1.427955,-0.059863,0.172078,0.379385,-0.436265
6106,VOS,Vận tải,2019.0,2.006884,-0.119218,162.463281,-10440.882316,0.029157,0.107925,0.025142,0.066683,0.210737,0.270163,2.65222,0.773229,3.409734,-0.231423,0.533976,-0.000542,16.913097,2.34008,0.425679,-0.005327,-17.095808,0.058897,-0.330912,-1.31728,-0.046106,-0.076777,-0.132557,0.240396
6107,VPA,Vận tải,2016.0,1.680932,0.147214,1.331199,,0.014198,0.540542,0.007032,0.347488,0.002135,0.026265,49.413997,0.679589,2.120994,0.003268,0.599904,0.0,20.618966,137.094584,0.007294,0.093404,-14.040113,0.048499,,,,,,
6108,VPA,Vận tải,2017.0,1.916724,-0.078363,3.761059,,0.016364,0.554609,0.000268,0.004067,0.002627,0.029506,15.151233,0.685236,2.176987,-0.015748,0.233731,0.0,14.388486,89.625029,0.011158,0.019608,-13.190277,0.0695,0.106003,-0.798563,0.039057,0.18058,-0.324215,-1.410833
6109,VPA,Vận tải,2018.0,2.242504,-0.541691,5.493013,,0.020319,0.714287,0.002287,0.045339,0.00291,0.028447,19.82215,0.768069,3.311619,-0.121799,0.194132,0.0,9.354771,65.331395,0.015307,-0.046096,-11.623342,0.106897,0.160171,-3.196553,0.022349,0.034778,0.585443,4.21412
6110,VPA,Vận tải,2019.0,2.095804,-0.264748,3.879337,,0.020819,0.663131,0.005658,0.094317,0.002333,0.031395,16.669168,0.820224,4.562478,-0.198762,0.252396,0.0,12.307212,109.830966,0.009105,-0.024547,-13.486295,0.081253,-0.042557,-0.502372,0.110899,-0.250733,-0.335108,-0.384369
6111,VPC,Xây dựng và Vật liệu,2016.0,1.812677,-0.43134,216.00527,,0.019247,0.094893,0.005034,0.012871,0.271871,0.202825,2.556678,0.718142,2.54788,-0.5241,0.468374,0.0,11.934536,0.844887,1.183591,0.043028,-9.698917,0.08379,,,,,,
6112,VPC,Xây dựng và Vật liệu,2017.0,2.043711,-0.696238,275.119703,,0.01926,0.137614,0.00484,0.00844,0.161275,0.139957,1.743648,0.884363,7.647767,-0.864624,0.294522,0.0,16.943279,2.023436,0.494209,-0.014264,-17.683884,0.05902,-0.17724,-1.27256,0.500125,-0.512276,0.21789,0.885398
6113,VPC,Xây dựng và Vật liệu,2018.0,1.952528,-0.216182,141.533061,,0.025065,0.166281,0.018123,0.025171,0.144809,0.150735,1.388937,0.969481,31.766167,-0.977398,0.395065,0.0,15.980623,2.766041,0.361528,0.019015,-15.221992,0.062576,0.265663,-2.29647,0.089462,-0.126737,-0.51389,-0.62934
6114,VPC,Xây dựng và Vật liệu,2019.0,1.769044,-0.15576,129.256348,,0.053613,0.296174,0.015825,0.018314,0.160134,0.181018,1.157327,1.036815,-28.162526,-1.068632,0.430425,0.0,8.12128,2.718992,0.367783,0.100559,-6.245622,0.123133,1.089446,4.165993,-0.142695,0.080221,0.548605,-0.234937
6115,VPD,Điện,2016.0,1.543511,0.128068,39.984969,,0.000857,0.015481,0.021411,0.156022,0.036363,0.05537,7.286916,0.590311,1.440873,0.023971,0.333607,-0.001259,193.626279,4.564215,0.219096,0.075764,-105.237994,0.005165,,,,,,
6116,VPD,Điện,2017.0,1.44345,0.318271,57.064618,,0.000709,0.00818,0.054762,0.353661,0.033024,0.086664,6.458161,0.543719,1.191632,0.061412,0.223329,-0.021395,316.902156,6.803197,0.14699,0.125039,-140.53018,0.003156,-0.19208,0.612143,0.078861,-0.11288,-0.026572,2.286143
6117,VPD,Điện,2018.0,1.471084,0.327429,67.161577,,0.000707,0.009909,0.015043,0.069204,0.055923,0.071314,4.600305,0.489383,0.958416,0.069753,0.241777,-0.019049,350.439965,4.428376,0.225816,0.130985,-165.086545,0.002854,-0.065191,-0.017588,0.098158,0.588106,-0.098656,0.063487
6118,VPD,Điện,2019.0,1.524106,0.244361,76.125937,,0.000523,0.010075,0.023094,0.094255,0.027823,0.051881,4.081329,0.453363,0.829367,0.044209,0.205241,-0.012042,406.550848,7.637835,0.130927,0.101131,-213.075925,0.00246,-0.319884,-0.290084,-0.12218,-0.542535,-0.067856,-0.41116
6119,VPG,Kim loại,2016.0,1.956171,0.012508,52.045591,-18099.793521,0.377409,0.407007,0.087144,0.114119,0.450932,0.927279,1.309547,0.767728,3.305294,0.025287,3.191968,-0.017247,4.189649,3.506541,0.283028,0.057798,-4.036506,0.236881,,,,,,
6120,VPG,Kim loại,2017.0,1.938071,0.017349,68.789145,-1818.94657,0.210197,0.244614,0.104739,0.129595,0.286757,0.859301,1.23731,0.81066,4.281493,0.04039,1.907992,-0.039613,7.715081,5.655269,0.176632,0.098759,-7.245243,0.129474,-0.226055,1.37443,0.389176,-0.116313,1.898295,0.976767
6121,VPG,Kim loại,2018.0,1.874586,0.033948,93.264753,-813.698723,0.201773,0.220267,0.093552,0.109132,0.345095,0.916037,1.166536,0.858182,6.051308,0.037364,1.308175,-0.059376,5.042566,2.948323,0.339118,0.127451,-4.410907,0.198278,0.574168,1.116338,-0.041646,0.973514,1.432341,1.013269
6122,VPG,Kim loại,2019.0,1.831313,0.031375,121.490648,-701.626199,0.304195,0.356611,0.093584,0.119802,0.402152,0.853016,1.280154,0.818811,4.519087,0.04316,1.131311,-0.043846,3.944108,2.983393,0.335179,0.202359,-3.278879,0.253536,0.312015,0.381743,-0.024705,0.014146,0.237006,-0.051576
6123,VPH,Hàng gia dụng,2016.0,1.810412,0.083389,431.574339,-129012.494919,0.549431,0.613722,0.035093,0.072964,0.580674,0.895244,2.079198,0.626893,1.6802,0.055359,0.73974,-0.043179,0.446917,0.42287,2.364791,0.046553,-0.362187,2.237553,,,,,,
6124,VPH,Hàng gia dụng,2017.0,1.801709,0.161578,305.797843,-41914.870123,0.414388,0.510954,0.038745,0.094811,0.67444,0.811008,2.447055,0.503528,1.014214,0.153482,0.767546,-0.054045,1.729375,1.06256,0.941124,0.142101,-1.386456,0.578244,-0.167949,2.367462,2.185104,0.281346,-0.680736,5.238546
6125,VPH,Hàng gia dụng,2018.0,1.537655,0.260384,851.377213,-3017.397856,0.26905,0.323706,0.022774,0.046222,0.961264,0.831155,2.029593,0.493124,0.97287,0.134692,0.357639,-0.042715,1.265456,0.35419,2.82334,0.157415,-0.680378,0.790229,-0.301671,0.191469,-0.657307,0.532974,1.452031,-0.176524
6126,VPH,Hàng gia dụng,2019.0,1.472842,0.117783,4153.443332,-2214728.248687,0.293656,0.353639,0.020843,0.049052,0.957211,0.830383,2.353369,0.430267,0.755208,0.031958,0.099864,-0.015077,0.310684,0.095312,10.491812,0.048095,-0.146904,3.218707,-0.062522,-0.737574,-0.797584,-0.144697,-0.524342,-0.895888
6127,VPI,Bất động sản,2016.0,1.868747,0.042593,305.05056,-154983.580009,0.425561,0.494263,0.039497,0.056508,0.479144,0.861001,1.430691,0.865044,6.409832,0.020206,0.577273,-0.01987,0.67359,0.598261,1.667996,0.037099,-0.586412,1.481462,,,,,,
6128,VPI,Bất động sản,2017.0,1.478256,0.540476,737.580922,,0.304794,0.440314,0.087139,0.23596,0.601364,0.692219,2.707868,0.455032,0.83497,0.059244,0.320884,-0.051006,0.768505,0.389507,2.567348,0.122211,-0.367542,1.301228,-0.006189,3.570901,-0.377114,0.74153,0.882367,13.387699
6129,VPI,Bất động sản,2018.0,0.354767,2.210067,4968.511583,-39350.51057,0.317677,0.531863,0.014185,0.035416,0.711597,0.597292,2.496757,0.634419,1.735372,0.092849,0.102613,-0.046919,0.120937,0.05399,16.922252,0.065551,0.08541,7.554579,0.874667,-0.035247,-1.435635,1.128337,0.414615,0.206324
6130,VPI,Bất động sản,2019.0,1.68663,0.207296,654.538049,-22558.787978,0.231515,0.337275,0.072501,0.185799,0.688928,0.686429,2.562726,0.70006,2.333997,0.094899,0.423295,-0.051713,1.471797,0.494599,1.908302,0.092859,-1.070706,0.641287,-0.027304,0.890703,-13.193852,0.292181,0.799794,0.110333
6131,VPK,Hàng công nghiệp,2016.0,1.856015,0.010337,30.51988,-944.048844,0.103138,0.494694,0.009456,0.039066,0.082775,0.208488,4.131487,0.608891,1.556831,0.125198,0.991474,-0.00309,4.799112,5.979709,0.167147,0.071053,-4.110199,0.208266,,,,,,
6132,VPK,Hàng công nghiệp,2017.0,2.023278,-0.244705,70.077295,-2138.835687,0.066828,0.388254,0.013495,0.045995,0.075462,0.172125,3.408318,0.680269,2.127625,-0.080178,0.413989,-0.000247,6.446339,5.708826,0.175125,-0.010136,-6.598013,0.155089,-0.403789,-1.131264,-0.042915,-0.161148,0.329179,-19.959076
6133,VPK,Hàng công nghiệp,2018.0,2.09082,-0.613131,90.06813,-19371.819882,0.003317,0.281356,0.006427,0.008694,0.002044,0.011788,1.352639,0.739295,2.835757,-0.227722,0.175473,0.0,57.556286,93.402603,0.010706,-0.017342,-62.78512,0.017374,-0.959366,0.400834,-0.613336,-0.977825,-0.003733,-0.090965
6134,VPK,Hàng công nghiệp,2019.0,,,,-2565763.224317,0.005118,0.005118,0.391565,1.390341,0.601384,1.0,3.550727,0.281632,0.392045,-0.723156,0.107628,0.0,0.0,0.0,,0.0,0.0,,-0.477158,-1.0,-1.0,98.702799,-0.232746,-0.384449
6135,VPR,Truyền thông,2016.0,1.611117,0.332581,21.569726,-1273.923493,0.120404,0.181572,0.013101,0.042627,0.125778,0.663121,3.253653,0.330973,0.494708,0.277576,2.150689,-0.10646,8.8386,8.460933,0.11819,0.413851,-5.401416,0.11314,,,,,,
6136,VPR,Truyền thông,2017.0,1.8328,0.077462,81.494419,-1651.654594,0.075782,0.129865,0.234769,1.339731,0.15625,0.583543,5.706594,0.178201,0.216843,0.356172,0.648364,-0.014283,9.038505,4.383692,0.228108,0.114498,-7.527612,0.110633,-0.470869,-0.767408,-0.262584,0.04437,0.047388,-0.873972
6137,VPR,Truyền thông,2018.0,1.859148,0.052036,115.414405,-1727.350824,0.113597,0.212,0.155099,0.565375,0.229193,0.535834,3.645265,0.45169,0.823785,0.161136,0.653868,-0.01028,4.58467,2.27234,0.440063,0.073344,-3.939021,0.218112,1.338274,-0.000787,0.223563,1.288093,0.073763,-0.203255
6138,VPR,Truyền thông,2019.0,1.813976,0.065957,137.44989,-4920.500855,0.061176,0.223668,0.027306,0.095895,0.137301,0.273511,3.511857,0.590096,1.439593,0.135341,0.470994,-0.014649,6.507559,2.899504,0.344887,0.074057,-5.296996,0.153667,-0.24059,0.423859,0.021216,-0.155236,0.169781,0.366308
6139,VPS,Hóa chất,2016.0,1.680729,0.075536,52.803346,-123.047763,0.257213,0.320201,0.154107,0.404137,0.385827,0.803286,2.622453,0.381371,0.616708,0.129423,2.843216,-0.049944,5.18443,3.45622,0.289167,0.425226,-3.531226,0.192774,,,,,,
6140,VPS,Hóa chất,2017.0,1.672036,0.067818,91.524608,-316.161182,0.288274,0.369175,0.147195,0.336707,0.266672,0.780859,2.287495,0.437204,0.777137,0.078242,1.389281,-0.030475,4.299244,4.647498,0.203325,0.357945,-3.057558,0.219795,0.218521,-0.084795,0.055072,-0.248539,-0.109034,-0.09277
6141,VPS,Hóa chất,2018.0,1.696314,0.053192,89.121273,-332.86897,0.253642,0.343312,0.094149,0.237632,0.314155,0.73881,2.523998,0.397713,0.66059,0.054832,1.268476,-0.025591,4.864295,3.927335,0.240806,0.325383,-3.581454,0.194422,-0.186279,-0.159309,-0.046852,0.089493,-0.162091,-0.277887
6142,VPS,Hóa chất,2019.0,1.692131,0.031437,108.223719,-309.990795,0.24684,0.326859,0.104559,0.277427,0.3375,0.755189,2.653318,0.379859,0.612772,0.040223,1.173539,-0.01779,4.535502,3.317165,0.285322,0.300841,-3.316735,0.208678,-0.063319,-0.110103,-0.132552,0.034018,-0.008685,-0.483834
6143,VPW,Nước & Khí đốt,2016.0,1.77179,0.018809,27.66861,-89.354884,0.034261,0.179911,0.066782,0.653904,0.072981,0.19043,9.79165,0.403223,0.675666,0.016059,0.973007,-0.007041,14.050569,6.595922,0.151609,0.109856,-10.844091,0.071171,,,,,,
6144,VPW,Nước & Khí đốt,2017.0,1.830906,0.035466,53.162644,-622.257252,0.058481,0.303459,0.044259,0.291103,0.094859,0.192716,6.577314,0.449156,0.815397,0.025707,0.595249,-0.007155,9.831065,6.060938,0.164969,0.097153,-8.169803,0.101705,0.715442,-0.111237,0.292392,0.306226,-0.150304,1.26323
6145,VPW,Nước & Khí đốt,2018.0,1.792137,0.037504,63.460867,-973.318833,0.02957,0.152992,0.04903,0.335926,0.122601,0.19328,6.851425,0.482761,0.933341,0.022889,0.641673,-0.007214,20.568822,4.961007,0.201572,0.126427,-16.293326,0.048617,-0.460457,0.388592,0.07603,0.37913,0.368743,0.1937
6146,VPW,Nước & Khí đốt,2019.0,1.761893,0.046405,59.478973,-3057.644756,0.014217,0.11113,0.064015,0.749456,0.046973,0.127931,11.707448,0.690668,2.232776,0.013824,0.47041,-0.008497,25.917941,7.844403,0.127479,0.087737,-19.746703,0.038583,-0.193832,0.163621,-0.022964,-0.357569,0.160717,0.25693
6147,VQC,Tư vấn & Hỗ trợ Kinh doanh,2016.0,1.743804,0.067014,34.597032,,0.000482,0.000641,0.04077,0.324622,0.181435,0.751483,7.962278,0.151219,0.17816,0.166045,2.261884,-0.050529,1987.194822,5.275019,0.189573,0.245199,-1478.083671,0.000503,,,,,,
6148,VQC,Tư vấn & Hỗ trợ Kinh doanh,2017.0,1.758401,0.069631,69.065858,,0.000976,0.001189,0.075523,0.433296,0.188704,0.820971,5.737292,0.206626,0.26044,0.054379,1.015392,-0.019342,982.098172,5.079316,0.196877,0.23157,-744.824175,0.001018,1.112646,-0.01539,0.064588,0.084326,-0.017516,0.084877
6149,VQC,Tư vấn & Hỗ trợ Kinh doanh,2018.0,1.740162,0.078647,61.277897,,0.002214,0.002667,0.09408,0.511442,0.215207,0.830002,5.436265,0.22421,0.289008,0.073723,1.243917,-0.024502,530.718318,5.459202,0.183177,0.305274,-392.817348,0.001884,1.387552,0.387618,0.259186,0.200433,0.331633,0.457268
6150,VQC,Tư vấn & Hỗ trợ Kinh doanh,2019.0,1.731559,0.080395,62.028815,,0.002228,0.002781,0.116592,0.670563,0.231233,0.801247,5.751384,0.22186,0.285115,0.082253,1.35013,-0.029449,587.011927,5.656357,0.176792,0.351104,-429.433638,0.001704,0.015444,0.16034,0.110099,0.084005,0.136422,0.148118
